"Species","Impacted_sector","Type_of_cost_merged","Official_country","Location","Taxon","ScientificName","genus","Population_2019","Surface_area_km2","Density_2019","GDP_2019","Neighbouring_countries","Km_land_borders","Agri_forest_fish_perc_gdp","Industry_perc_gdp","Manufacturing_perc_gdp","Services_perc_gdp","Forest_rents_perc_gdp","Forest_area_perc_landarea","Health_expend_perc_gdp"
"Prunus serotina","Forestry","Damage","Bulgaria","Bulgaria","Prunus serotina","Prunus serotina Ehrh.","Prunus",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Prunus serotina","Forestry","Damage","Romania","Romania","Prunus serotina","Prunus serotina Ehrh.","Prunus",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Prunus serotina","Forestry","Damage","Latvia","Latvia","Prunus serotina","Prunus serotina Ehrh.","Prunus",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Prunus serotina","Forestry","Damage","Austria","Austria","Prunus serotina","Prunus serotina Ehrh.","Prunus",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Prunus serotina","Forestry","Damage","Luxembourg","Luxembourg","Prunus serotina","Prunus serotina Ehrh.","Prunus",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Prunus serotina","Forestry","Damage","Belgium","Belgium","Prunus serotina","Prunus serotina Ehrh.","Prunus",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Prunus serotina","Forestry","Damage","Croatia","Croatia","Prunus serotina","Prunus serotina Ehrh.","Prunus",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Prunus serotina","Forestry","Damage","Poland","Poland","Prunus serotina","Prunus serotina Ehrh.","Prunus",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Prunus serotina","Forestry","Damage","Lithuania","Lithuania","Prunus serotina","Prunus serotina Ehrh.","Prunus",2786844,65286.00098,42.69,54219315600,4,1273,3.1,25.2,16.1,61.5,0.3,35.1,7
"Prunus serotina","Forestry","Damage","Estonia","Estonia","Prunus serotina","Prunus serotina Ehrh.","Prunus",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Prunus serotina","Forestry","Damage","Slovenia","Slovenia","Prunus serotina","Prunus serotina Ehrh.","Prunus",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Prunus serotina","Forestry","Damage","France","France","Prunus serotina","Prunus serotina Ehrh.","Prunus",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Prunus serotina","Forestry","Damage","Denmark","Denmark","Prunus serotina","Prunus serotina Ehrh.","Prunus",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Prunus serotina","Forestry","Damage","Czechia","Czech Republic","Prunus serotina","Prunus serotina Ehrh.","Prunus",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Prunus serotina","Forestry","Damage","Italy","Italy","Prunus serotina","Prunus serotina Ehrh.","Prunus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Prunus serotina","Forestry","Damage","Ireland","Ireland","Prunus serotina","Prunus serotina Ehrh.","Prunus",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Prunus serotina","Forestry","Damage","Hungary","Hungary","Prunus serotina","Prunus serotina Ehrh.","Prunus",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Prunus serotina","Forestry","Damage","Sweden","Sweden","Prunus serotina","Prunus serotina Ehrh.","Prunus",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Prunus serotina","Forestry","Damage","Germany","Germany","Prunus serotina","Prunus serotina Ehrh.","Prunus",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Prunus serotina","Forestry","Damage","Netherlands","Netherlands","Prunus serotina","Prunus serotina Ehrh.","Prunus",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Prunus serotina","Forestry","Damage","Slovakia","Slovakia","Prunus serotina","Prunus serotina Ehrh.","Prunus",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Psittacula krameri","Agriculture","Damage","Spain","Spain","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Psittacula krameri","Agriculture","Damage","Austria","Austria","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Psittacula krameri","Agriculture","Damage","Italy","Italy","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Psittacula krameri","Agriculture","Damage","Slovenia","Slovenia","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Psittacula krameri","Agriculture","Damage","Belgium","Belgium","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Psittacula krameri","Agriculture","Damage","Denmark","Denmark","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Psittacula krameri","Agriculture","Damage","Germany","Germany","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Psittacula krameri","Agriculture","Damage","Italy","Italy","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Psittacula krameri","Agriculture","Damage","Greece","Greece","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Psittacula krameri","Agriculture","Damage","Croatia","Croatia","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Psittacula krameri","Agriculture","Damage","Sweden","Sweden","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Psittacula krameri","Agriculture","Damage","France","France","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Psittacula krameri","Agriculture","Damage","Ireland","Ireland","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Psittacula krameri","Agriculture","Damage","Netherlands","Netherlands","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Psittacula krameri","Agriculture","Damage","Portugal","Portugal","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Psittacula krameri","Agriculture","Damage","Malta","Malta","Psittacula krameri","Psittacula krameri (Scopoli, 1769)","Psittacula",502653,320,1570.79,14786156563,0,0,0.5,12.5,7.1,76.4,0,1.4,8.2
"Rattus norvegicus","Authorities-Stakeholders","Management","Italy","Italy","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Rattus norvegicus","Authorities-Stakeholders","Management","Spain","Spain","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Rattus norvegicus","Authorities-Stakeholders","Management","Italy","Italy","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Rattus norvegicus","Authorities-Stakeholders","Management","Germany","Germany","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Rattus norvegicus","Authorities-Stakeholders","Management","Latvia","Latvia","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Rattus norvegicus","Authorities-Stakeholders","Management","Finland","Finland","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",5520314,338450,16.31,2.69e+11,3,2690,2.3,23.9,14.4,60.2,0.3,73.7,9.2
"Rattus norvegicus","Authorities-Stakeholders","Management","Slovenia","Slovenia","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Rattus norvegicus","Authorities-Stakeholders","Management","Ireland","Ireland","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Rattus norvegicus","Authorities-Stakeholders","Management","France","France","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Rattus norvegicus","Authorities-Stakeholders","Management","Lithuania","Lithuania","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",2786844,65286.00098,42.69,54219315600,4,1273,3.1,25.2,16.1,61.5,0.3,35.1,7
"Rattus norvegicus","Authorities-Stakeholders","Management","San Marino","San Marino","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",33860,60,564.33,1637931034,1,39,0,NA,30.6,NA,0,16.7,6.4
"Rattus norvegicus","Authorities-Stakeholders","Management","Poland","Poland","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Rattus norvegicus","Authorities-Stakeholders","Management","Greece","Greece","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Rattus norvegicus","Authorities-Stakeholders","Management","Austria","Austria","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Rattus norvegicus","Authorities-Stakeholders","Management","Hungary","Hungary","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Rattus norvegicus","Authorities-Stakeholders","Management","Slovakia","Slovakia","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Rattus norvegicus","Authorities-Stakeholders","Management","Bulgaria","Bulgaria","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Rattus norvegicus","Authorities-Stakeholders","Management","Portugal","Portugal","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Rattus norvegicus","Authorities-Stakeholders","Management","Italy","Italy","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Rattus norvegicus","Authorities-Stakeholders","Management","Czechia","Czech Republic","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Rattus norvegicus","Authorities-Stakeholders","Management","Sweden","Sweden","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Rattus norvegicus","Authorities-Stakeholders","Management","Denmark","Denmark","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Rattus norvegicus","Authorities-Stakeholders","Management","Croatia","Croatia","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Rattus norvegicus","Authorities-Stakeholders","Management","Romania","Romania","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Rattus norvegicus","Authorities-Stakeholders","Management","Netherlands","Netherlands","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Rattus norvegicus","Authorities-Stakeholders","Management","Estonia","Estonia","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Rattus norvegicus","Authorities-Stakeholders","Management","Belgium","Belgium","Rattus norvegicus","Rattus norvegicus (Berkenhout, 1769)","Rattus",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Rhynchophorus ferrugineus","Authorities-Stakeholders","Management","Slovenia","Slovenia","Rhynchophorus ferrugineus","Rhynchophorus ferrugineus (A.G.Olivier, 1791)","Rhynchophorus",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Rhynchophorus ferrugineus","Authorities-Stakeholders","Management","Cyprus","Cyprus","Rhynchophorus ferrugineus","Rhynchophorus ferrugineus (A.G.Olivier, 1791)","Rhynchophorus",1198575,9250,129.58,24564647935,0,0,1.8,12.8,5.5,73,0,18.7,7
"Rhynchophorus ferrugineus","Authorities-Stakeholders","Management","France","France","Rhynchophorus ferrugineus","Rhynchophorus ferrugineus (A.G.Olivier, 1791)","Rhynchophorus",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Rhynchophorus ferrugineus","Authorities-Stakeholders","Management","Greece","Greece","Rhynchophorus ferrugineus","Rhynchophorus ferrugineus (A.G.Olivier, 1791)","Rhynchophorus",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Rhynchophorus ferrugineus","Authorities-Stakeholders","Management","Italy","Italy","Rhynchophorus ferrugineus","Rhynchophorus ferrugineus (A.G.Olivier, 1791)","Rhynchophorus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Rhynchophorus ferrugineus","Authorities-Stakeholders","Management","Malta","Malta","Rhynchophorus ferrugineus","Rhynchophorus ferrugineus (A.G.Olivier, 1791)","Rhynchophorus",502653,320,1570.79,14786156563,0,0,0.5,12.5,7.1,76.4,0,1.4,8.2
"Rhynchophorus ferrugineus","Authorities-Stakeholders","Management","Spain","Spain","Rhynchophorus ferrugineus","Rhynchophorus ferrugineus (A.G.Olivier, 1791)","Rhynchophorus",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Rhynchophorus ferrugineus","Authorities-Stakeholders","Management","Portugal","Portugal","Rhynchophorus ferrugineus","Rhynchophorus ferrugineus (A.G.Olivier, 1791)","Rhynchophorus",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Rhynchophorus ferrugineus","Authorities-Stakeholders","Management","France","France","Rhynchophorus ferrugineus","Rhynchophorus ferrugineus (A.G.Olivier, 1791)","Rhynchophorus",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Rhynchophorus ferrugineus","Authorities-Stakeholders","Management","Netherlands","Netherlands","Rhynchophorus ferrugineus","Rhynchophorus ferrugineus (A.G.Olivier, 1791)","Rhynchophorus",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Rhynchophorus ferrugineus","Authorities-Stakeholders","Management","Italy","Italy","Rhynchophorus ferrugineus","Rhynchophorus ferrugineus (A.G.Olivier, 1791)","Rhynchophorus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Rhynchophorus ferrugineus","Authorities-Stakeholders","Management","Italy","Italy","Rhynchophorus ferrugineus","Rhynchophorus ferrugineus (A.G.Olivier, 1791)","Rhynchophorus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Rosa rugosa","Authorities-Stakeholders","Management","Germany","Germany","Rosa rugosa","Rosa rugosa Thunb.","Rosa",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Rosa rugosa","Authorities-Stakeholders","Management","Lithuania","Lithuania","Rosa rugosa","Rosa rugosa Thunb.","Rosa",2786844,65286.00098,42.69,54219315600,4,1273,3.1,25.2,16.1,61.5,0.3,35.1,7
"Rosa rugosa","Authorities-Stakeholders","Management","Ireland","Ireland","Rosa rugosa","Rosa rugosa Thunb.","Rosa",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Rosa rugosa","Authorities-Stakeholders","Management","Belgium","Belgium","Rosa rugosa","Rosa rugosa Thunb.","Rosa",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Rosa rugosa","Authorities-Stakeholders","Management","Denmark","Denmark","Rosa rugosa","Rosa rugosa Thunb.","Rosa",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Rosa rugosa","Authorities-Stakeholders","Management","Luxembourg","Luxembourg","Rosa rugosa","Rosa rugosa Thunb.","Rosa",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Rosa rugosa","Authorities-Stakeholders","Management","Romania","Romania","Rosa rugosa","Rosa rugosa Thunb.","Rosa",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Rosa rugosa","Authorities-Stakeholders","Management","France","France","Rosa rugosa","Rosa rugosa Thunb.","Rosa",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Rosa rugosa","Authorities-Stakeholders","Management","Poland","Poland","Rosa rugosa","Rosa rugosa Thunb.","Rosa",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Rosa rugosa","Authorities-Stakeholders","Management","Slovenia","Slovenia","Rosa rugosa","Rosa rugosa Thunb.","Rosa",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Rosa rugosa","Authorities-Stakeholders","Management","Bulgaria","Bulgaria","Rosa rugosa","Rosa rugosa Thunb.","Rosa",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Rosa rugosa","Authorities-Stakeholders","Management","Finland","Finland","Rosa rugosa","Rosa rugosa Thunb.","Rosa",5520314,338450,16.31,2.69e+11,3,2690,2.3,23.9,14.4,60.2,0.3,73.7,9.2
"Rosa rugosa","Authorities-Stakeholders","Management","Sweden","Sweden","Rosa rugosa","Rosa rugosa Thunb.","Rosa",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Rosa rugosa","Authorities-Stakeholders","Management","Italy","Italy","Rosa rugosa","Rosa rugosa Thunb.","Rosa",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Rosa rugosa","Authorities-Stakeholders","Management","Estonia","Estonia","Rosa rugosa","Rosa rugosa Thunb.","Rosa",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Rosa rugosa","Authorities-Stakeholders","Management","Latvia","Latvia","Rosa rugosa","Rosa rugosa Thunb.","Rosa",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Rosa rugosa","Authorities-Stakeholders","Management","Netherlands","Netherlands","Rosa rugosa","Rosa rugosa Thunb.","Rosa",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Rumex lunaria","Authorities-Stakeholders","Management","Malta","Malta","Rumex lunaria","Rumex lunaria L.","Rumex",502653,320,1570.79,14786156563,0,0,0.5,12.5,7.1,76.4,0,1.4,8.2
"Rumex lunaria","Authorities-Stakeholders","Management","Italy","Italy","Rumex lunaria","Rumex lunaria L.","Rumex",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Rumex lunaria","Authorities-Stakeholders","Management","Italy","Italy","Rumex lunaria","Rumex lunaria L.","Rumex",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Senecio inaequidens","Authorities-Stakeholders","Management","Austria","Austria","Senecio inaequidens","Senecio inaequidens DC.","Senecio",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Senecio inaequidens","Authorities-Stakeholders","Management","France","France","Senecio inaequidens","Senecio inaequidens DC.","Senecio",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Senecio inaequidens","Authorities-Stakeholders","Management","Italy","Italy","Senecio inaequidens","Senecio inaequidens DC.","Senecio",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Senecio inaequidens","Authorities-Stakeholders","Management","France","France","Senecio inaequidens","Senecio inaequidens DC.","Senecio",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Senecio inaequidens","Authorities-Stakeholders","Management","Portugal","Portugal","Senecio inaequidens","Senecio inaequidens DC.","Senecio",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Senecio inaequidens","Authorities-Stakeholders","Management","Greece","Greece","Senecio inaequidens","Senecio inaequidens DC.","Senecio",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Senecio inaequidens","Authorities-Stakeholders","Management","Poland","Poland","Senecio inaequidens","Senecio inaequidens DC.","Senecio",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Senecio inaequidens","Authorities-Stakeholders","Management","Denmark","Denmark","Senecio inaequidens","Senecio inaequidens DC.","Senecio",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
