Location,Taxon,ScientificName
Slovenia,Dasineura oxycoccana,"Dasineura oxycoccana (Johnson, 1899)"
Slovenia,Datura ferox,Datura ferox L.
Slovenia,Datura innoxia,Datura innoxia Mill.
Slovenia,Datura stramonium,Datura stramonium L.
Slovenia,Delphinium ajacis,Delphinium ajacis L.
Slovenia,Delphinium orientale,Delphinium orientale Gay
Slovenia,Dendrocygna bicolor,"Dendrocygna bicolor (Vieillot, 1816)"
Slovenia,Deutzia scabra,Deutzia scabra Thunb.
Slovenia,Diabrotica virgifera,
Slovenia,"Diabrotica virgifera J.L.LeConte, 1868",
Slovenia,Dialeurodes citri,"Dialeurodes citri (Ashmead, 1885)"
Slovenia,Diaporthe juniperivora,Diaporthe juniperivora (G.G.Hahn) Rossman & Udayanga
Slovenia,Diaporthe oncostoma,Diaporthe oncostoma (Duby) Fuckel
Slovenia,Diaspidiotus perniciosus,"Diaspidiotus perniciosus (Comstock, 1881)"
Slovenia,Diaspis boisduvalii,"Diaspis boisduvalii Signoret, 1869"
Slovenia,Dicarpella dryina,Dicarpella dryina Belisario & M.E.Barr
Slovenia,Didymascella thujina,Didymascella thujina (E.J.Durand) Maire
Slovenia,Discula destructiva,Discula destructiva Redlin
Slovenia,Dittrichia graveolens,Dittrichia graveolens (L.) Greuter
Slovenia,Dohrniphora cornuta,"Dohrniphora cornuta (Bigot, 1857)"
Slovenia,Dothistroma pini,Dothistroma pini Hulbary
Slovenia,Dothistroma septosporum,Dothistroma septosporum (Dorogin) M.Morelet
Slovenia,Draba muralis,"Draba muralis Hook., 1830"
Slovenia,Draba nemorosa,Draba nemorosa L.
Slovenia,Dreissena polymorpha,"Dreissena polymorpha (Pallas, 1771)"
Slovenia,Drepanopeziza punctiformis,Drepanopeziza punctiformis Gremmen
Slovenia,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)"
Slovenia,Dryocosmus kuriphilus,"Dryocosmus kuriphilus Yasumatsu, 1951"
Slovenia,Dyctina civica,
Slovenia,Dysphania ambrosioides,Dysphania ambrosioides (L.) Mosyakin & Clemants
Slovenia,Dysphania botrys,Dysphania botrys (L.) Mosyakin & Clemants
Slovenia,Echinochloa colona,Echinochloa colona (L.) Link
Slovenia,Echinochloa crus-pavonis,Echinochloa crus-pavonis (Kunth) Schult.
Slovenia,Echinochloa oryzoides,Echinochloa oryzoides (Ard.) Fritsch
Slovenia,Echinocystis lobata,Echinocystis lobata (Michx.) Torr. & A.Gray
Slovenia,Echinothrips americanus,"Echinothrips americanus Morgan, 1913"
Slovenia,Eilema caniola,"Eilema caniola (Hübner, 1808)"
Slovenia,Elaeagnus angustifolia,Elaeagnus angustifolia L.
Slovenia,Elaeagnus pungens,Elaeagnus pungens Thunb.
Slovenia,Eleusine indica,Eleusine indica (L.) Gaertn.
Slovenia,Elodea canadensis,Elodea canadensis Michx.
Slovenia,Elodea nuttallii,Elodea nuttallii (Planch.) H.St.John
Slovenia,Elsinoe ampelina,Elsinoe ampelina Shear
Slovenia,Emberiza bruniceps,"Emberiza bruniceps von J.F.Brandt, 1841"
Slovenia,Emberiza rutila,"Emberiza rutila Pallas, 1776"
Slovenia,Encarsia berlesei,"Encarsia berlesei (Howard, 1906)"
Slovenia,Entoleuca mammata,Entoleuca mammata (Wahlenb.) J.D.Rogers & Y.M.Ju
Slovenia,Entyloma calendulae,Entyloma calendulae (Oudem.) de Bary
Slovenia,Entyloma fergussonii,Entyloma fergussonii (Berk. & Broome) Plowr.
Slovenia,Entyloma fuscum,Entyloma fuscum J.Schröt.
Slovenia,Epauloecus unicolor,"Epauloecus unicolor (Piller & Mitterpacher, 1783)"
Slovenia,Ephestia elutella,"Ephestia elutella (Hübner, 1796)"
Slovenia,Ephestia kuehniella,"Ephestia kuehniella Zeller, 1879"
Slovenia,Epichloe typhina,Epichloe typhina (Pers.) Brockm.
Slovenia,Epilobium ciliatum,Epilobium ciliatum Raf.
Slovenia,Epilobium ciliatum ciliatum,Epilobium ciliatum subsp. ciliatum
Slovenia,Eragrostis frankii,Eragrostis frankii Steud.
Slovenia,Eragrostis pectinacea,Eragrostis pectinacea (Michx.) Nees
Slovenia,Eratigena atrica,"Eratigena atrica (C.L.Koch, 1843)"
Slovenia,Erechtites hieraciifolia,Erechtites hieraciifolia (L.) Raf. ex DC.
Slovenia,Erigeron annuus,Erigeron annuus (L.) Pers.
Slovenia,Erigeron annuus subsp. septentrionalis (Fernald & Wiegand) Wagenitz,
Slovenia,Erigeron bonariensis,Erigeron bonariensis L.
Slovenia,Erigeron canadensis,Erigeron canadensis L.
Slovenia,Erigeron strigosus,Erigeron strigosus Muhl. ex Willd.
Slovenia,Erigeron sumatrensis,Erigeron sumatrensis Retz.
Slovenia,Eriosoma lanigerum,"Eriosoma lanigerum (Hausmann, 1802)"
Slovenia,Erucastrum gallicum,Erucastrum gallicum (Willd.) O.E.Schulz
Slovenia,Erucastrum nasturtiifolium,Erucastrum nasturtiifolium (Poir.) O.E.Schulz
Slovenia,Erwinia amylovora,"Erwinia amylovora (Burrill, 1882) Winslow et al., 1920"
Slovenia,Erysimum cheiri,Erysimum cheiri (L.) Crantz
Slovenia,Erysiphe alphitoides,Erysiphe alphitoides (Griffon & Maubl.) U.Braun & S.Takam.
Slovenia,Erysiphe arcuata,"Erysiphe arcuata U.Braun, V.P.Heluta & S.Takam."
Slovenia,Erysiphe azaleae,Erysiphe azaleae (U.Braun) U.Braun & S.Takam.
Slovenia,Erysiphe berberidis,Erysiphe berberidis DC.
Slovenia,Erysiphe cruciferarum,Erysiphe cruciferarum Opiz ex L.Junell
Slovenia,Erysiphe elevata,Erysiphe elevata (Burrill) U.Braun & S.Takam.
Slovenia,Erysiphe flexuosa,Erysiphe flexuosa (Peck) U.Braun & S.Takam.
Slovenia,Erysiphe heraclei,Erysiphe heraclei DC.
Slovenia,Erysiphe lonicerae,Erysiphe lonicerae DC.
Slovenia,Erysiphe necator,Erysiphe necator Schwein.
Slovenia,Erysiphe platani,Erysiphe platani (Howe) U.Braun & S.Takam.
Slovenia,Erythranthe guttata,Erythranthe guttata (DC.) G.L.Nesom
Slovenia,Erythranthe lutea,Erythranthe lutea (L.) G.L.Nesom
Slovenia,Erythranthe moschata,Erythranthe moschata (Douglas ex Lindl.) G.L.Nesom
Slovenia,Eschscholzia californica,Eschscholzia californica Cham.
Slovenia,Estrilda astrild,"Estrilda astrild (Linnaeus, 1758)"
Slovenia,Euaresta aequalis,"Euaresta aequalis (Loew, 1862)"
Slovenia,Euphorbia characias,Euphorbia characias L.
Slovenia,Euphorbia humifusa,Euphorbia humifusa Willd.
Slovenia,Euphorbia lathyris,Euphorbia lathyris L.
Slovenia,Euphorbia maculata,Euphorbia maculata L.
Slovenia,Euphorbia marginata,Euphorbia marginata Pursh
Slovenia,Euphorbia nutans,Euphorbia nutans Lag.
Slovenia,Euphorbia prostrata,Euphorbia prostrata Aiton
Slovenia,Eutrochium maculatum,Eutrochium maculatum (L.) E.E.Lamont
Slovenia,Eutypella parasitica,Eutypella parasitica R.W.Davidson & R.C.Lorenz
Slovenia,Exobasidium rhododendri,Exobasidium rhododendri (Fuckel) C.E.Cramer
Slovenia,Falco rusticolus,"Falco rusticolus Linnaeus, 1758"
Slovenia,Fallopia baldschuanica,Fallopia baldschuanica (Regel) Holub
Slovenia,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)"
Slovenia,Ficopomatus enigmaticus,"Ficopomatus enigmaticus (Fauvel, 1923)"
Slovenia,Fragaria ananassa,Fragaria ×ananassa (Weston) Rozier
Slovenia,Frankliniella occidentalis,"Frankliniella occidentalis (Pergande, 1895)"
Slovenia,Fraxinus americana,Fraxinus americana L.
Slovenia,Galinsoga parviflora,Galinsoga parviflora Cav.
Slovenia,Galinsoga quadriradiata,Galinsoga quadriradiata Ruiz & Pav.
Slovenia,Galium saxatile,Galium saxatile L.
Slovenia,Gambusia affinis,"Gambusia affinis (Baird & Girard, 1853)"
Slovenia,Gambusia holbrooki,"Gambusia holbrooki Girard, 1859"
Slovenia,Ganoderma pfeifferi,Ganoderma pfeifferi Bres.
Slovenia,Ganoderma resinaceum,Ganoderma resinaceum Boud.
Slovenia,Geastrum campestre,Geastrum campestre Morgan
Slovenia,Geopora sumneriana,Geopora sumneriana (Cooke ex W.Phillips) M.Torre
Slovenia,Geranium sibiricum,Geranium sibiricum L.
Slovenia,Geranium thunbergii,Geranium thunbergii Siebold & Zucc. ex Lindl. & Paxton
Slovenia,Geum aleppicum,Geum aleppicum Jacq.
Slovenia,Gibbium psylloides,"Gibbium psylloides (Czenpinski, 1778)"
Slovenia,Gleditsia triacanthos,Gleditsia triacanthos L.
Slovenia,Glischrochilus quadrisignatus,"Glischrochilus quadrisignatus (Say, 1835)"
Slovenia,Glyceria striata,Glyceria striata (Lam.) Hitchc.
Slovenia,Gnomoniopsis smithogilvyi,"Gnomoniopsis smithogilvyi L.A.Shuttlew., E.C.Y.Liew & D.I.Guest"
Slovenia,Gomphidius glutinosus,Gomphidius glutinosus (Schaeff.) Fr.
Slovenia,Gomphidius maculatus,Gomphidius maculatus (Scop.) Fr.
Slovenia,Gracilia minuta,"Gracilia minuta (Fabricius, 1781)"
Slovenia,Graphocephala fennahi,"Graphocephala fennahi Young Jr., 1977"
Slovenia,Grapholita molesta,"Grapholita molesta (Busck, 1916)"
Slovenia,Guepinia helvelloides,Guepinia helvelloides (DC.) Fr.
Slovenia,Guizotia abyssinica,Guizotia abyssinica (L.fil.) Cass.
Slovenia,Gymnosporangium clavariiforme,Gymnosporangium clavariiforme (Wulfen) DC.
Slovenia,Gymnosporangium confusum,Gymnosporangium confusum Plowr.
Slovenia,Gymnosporangium cornutum,Gymnosporangium cornutum (Pers.) Arthur
Slovenia,Gymnosporangium sabinae,Gymnosporangium sabinae (Dicks.) G.Winter
Slovenia,Gymnosporangium tremelloides Syd.,
Slovenia,Halyomorpha halys,"Halyomorpha halys (Stål, 1855)"
Slovenia,Harmonia axyridis,"Harmonia axyridis (Pallas, 1773)"
Slovenia,Helianthus annuus,Helianthus annuus L.
Slovenia,Helianthus pauciflorus,Helianthus pauciflorus Nutt.
Slovenia,Helianthus pauciflorus pauciflorus,Helianthus pauciflorus subsp. pauciflorus
Slovenia,Helianthus tuberosus,Helianthus tuberosus L.
Slovenia,Heliothrips haemorrhoidalis,"Heliothrips haemorrhoidalis (Bouché, 1833)"
Slovenia,Hemerocallis fulva,Hemerocallis fulva (L.) L.
Slovenia,Heracleum mantegazzianum,Heracleum mantegazzianum Sommier & Levier
Slovenia,Hermetia illucens,"Hermetia illucens (Linnaeus, 1758)"
Slovenia,Hibiscus syriacus,Hibiscus syriacus L.
Slovenia,Hishimonus hamatus,"Hishimonus hamatus Kuoh, 1976"
Slovenia,Humulus scandens,Humulus scandens (Lour.) Merr.
Slovenia,Hyacinthoides non-scripta,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
Slovenia,Hyaloperonospora parasitica,Hyaloperonospora parasitica (Pers.) Constant.
Slovenia,Hydnangium carneum,Hydnangium carneum Wallr.
Slovenia,Hydrangea arborescens,Hydrangea arborescens L.
Slovenia,Hymenoscyphus fraxineus,"Hymenoscyphus fraxineus (T.Kowalski) Baral, Queloz & Hosoya"
Slovenia,Hypericum androsaemum,Hypericum androsaemum L.
Slovenia,Hyphantria cunea,"Hyphantria cunea (Drury, 1773)"
Slovenia,Hypophthalmichthys molitrix,"Hypophthalmichthys molitrix (Valenciennes, 1844)"
Slovenia,Hypophthalmichthys nobilis,"Hypophthalmichthys nobilis (Richardson, 1845)"
Slovenia,Icerya purchasi,"Icerya purchasi Maskell, 1879"
Slovenia,Illinoia azaleae,"Illinoia azaleae (P.W.Mason, 1925)"
Slovenia,Illinoia liriodendri,"Illinoia liriodendri (Monell, 1879)"
Slovenia,Impatiens balfourii,Impatiens balfourii Hook.fil.
Slovenia,Impatiens balsamina,Impatiens balsamina L.
Slovenia,Impatiens glandulifera,Impatiens glandulifera Royle
Slovenia,Impatiens parviflora,Impatiens parviflora DC.
Slovenia,Impatientinum asiaticum,"Impatientinum asiaticum Nevsky, 1929"
Slovenia,Ipomoea purpurea,Ipomoea purpurea (L.) Roth
Slovenia,Iris foetidissima,Iris foetidissima L.
Slovenia,Isatis tinctoria,Isatis tinctoria L.
Slovenia,Isodontia mexicana,"Isodontia mexicana (de Saussure, 1867)"
Slovenia,Japananus hyalinus,"Japananus hyalinus (Osborn, 1900)"
Slovenia,Jasminum officinale,Jasminum officinale L.
Slovenia,Juglans nigra,Juglans nigra L.
Slovenia,Juncus tenuis,Juncus tenuis Willd.
Slovenia,Kabatina thujae,Kabatina thujae R.Schneid. & Arx
Slovenia,Kerria japonica,Kerria japonica (L.) DC.
Slovenia,Korynetes caeruleus,"Korynetes caeruleus (De Geer, 1775)"
Slovenia,Laccaria fraterna,Laccaria fraterna (Sacc.) Pegler
Slovenia,Lachnellula occidentalis,Lachnellula occidentalis (G.G.Hahn & Ayers) Dharne
Slovenia,Lachnellula willkommii,Lachnellula willkommii (R.Hartig) Dennis
Slovenia,Lactarius deterrimus,Lactarius deterrimus Gröger
Slovenia,Lamium galeobdolon,Lamium galeobdolon (L.) L.
Slovenia,Lamium galeobdolon argentatum,Lamium galeobdolon subsp. argentatum (Smejkal) J.Duvign.
Slovenia,Lanzia echinophila,Lanzia echinophila (Bull.) Korf
Slovenia,Larinioides sclopetarius,"Larinioides sclopetarius (Clerck, 1757)"
Slovenia,Lasioderma serricorne,"Lasioderma serricorne Fabricius, 1792"
Slovenia,Lavandula angustifolia,Lavandula angustifolia Mill.
Slovenia,Leiothrix lutea,"Leiothrix lutea (Scopoli, 1786)"
Slovenia,Lentinula edodes,Lentinula edodes (Berk.) Pegler
Slovenia,Lepidium didymum,Lepidium didymum L.
Slovenia,Lepidium virginicum,Lepidium virginicum L.
Slovenia,Lepomis gibbosus,"Lepomis gibbosus (Linnaeus, 1758)"
Slovenia,Leptinotarsa decemlineata,"Leptinotarsa decemlineata (Say, 1824)"
Slovenia,Leptoglossus occidentalis,"Leptoglossus occidentalis Heidemann, 1910"
Slovenia,Leptosphaerulina trifolii,Leptosphaerulina trifolii (Rostr.) Petr.
Slovenia,Leucoagaricus americanus,Leucoagaricus americanus (Peck) Vellinga
Slovenia,Leucoagaricus leucothites,Leucoagaricus leucothites (Vittad.) Wasser
Slovenia,Leucocoprinus cepistipes,Leucocoprinus cepistipes (Sowerby) Pat.
Slovenia,Leucocoprinus ianthinus,Leucocoprinus ianthinus (Sacc.) P.Mohr
Slovenia,Lilioceris lilii,"Lilioceris lilii (Scopoli, 1763)"
Slovenia,Lindernia dubia,Lindernia dubia (L.) Pennell
Slovenia,Liriomyza huidobrensis,"Liriomyza huidobrensis (Blanchard, 1926)"
Slovenia,Liriomyza trifolii,"Liriomyza trifolii (Burgess, 1880)"
Slovenia,Lobelia erinus,Lobelia erinus L.
Slovenia,Lonchura punctulata,"Lonchura punctulata (Linnaeus, 1758)"
Slovenia,Lonicera japonica,Lonicera japonica Thunb.
Slovenia,Lonicera ligustrina var. yunnanensis Franch.,
Slovenia,Lonicera pileata,Lonicera pileata Oliv.
Slovenia,Lophodermium piceae,Lophodermium piceae (Fuckel) Höhn.
Slovenia,Lophodermium pini-excelsae,Lophodermium pini-excelsae S.Ahmad
Slovenia,Lophodytes cucullatus,"Lophodytes cucullatus (Linnaeus, 1758)"
Slovenia,Lupinus polyphyllus,Lupinus polyphyllus Lindl.
Slovenia,Lycium barbarum,Lycium barbarum L.
Slovenia,Lycium chinense,Lycium chinense Mill.
Slovenia,Lyctus brunneus,"Lyctus brunneus (Stephens, 1830)"
Slovenia,Lysurus cruciatus,Lysurus cruciatus (Lepr. & Mont.) Henn.
Slovenia,Macrophomina phaseolina,Macrophomina phaseolina (Tassi) Goid.
Slovenia,Macrosiphum euphorbiae,"Macrosiphum euphorbiae (C.Thomas, 1878)"
Slovenia,Magallana gigas,"Magallana gigas (Thunberg, 1793)"
Slovenia,Mahonia aquifolium,Mahonia aquifolium (Pursh) Nutt.
Slovenia,Mallodon downesii,"Mallodon downesii Hope, 1843"
Slovenia,Matricaria discoidea,Matricaria discoidea DC.
Slovenia,Medicago sativa,Medicago sativa L.
Slovenia,Megabruchidius dorsalis,"Megabruchidius dorsalis (Fåhraeus, 1839)"
Slovenia,Megaselia gregaria,"Megaselia gregaria (Wood, 1910)"
Slovenia,Megastigmus wachtli,"Megastigmus wachtli Seitner, 1916"
Slovenia,Melampsora allii-populina,Melampsora allii-populina Kleb.
Slovenia,Melampsora caprearum,Melampsora caprearum (DC.) Thüm.
Slovenia,Melampsora euphorbiae,Melampsora euphorbiae (Ficinus & C.Schub.) Castagne
Slovenia,Melampsora hypericorum,Melampsora hypericorum (DC.) J.Schröt.
Slovenia,Melampsora laricis-pentandrae,Melampsora laricis-pentandrae Kleb.
Slovenia,Melampsora laricis-populina,Melampsora laricis-populina Kleb.
Slovenia,Melampsora populnea,Melampsora populnea (Pers.) P.Karst.
Slovenia,Melampsorella caryophyllacearum,Melampsorella caryophyllacearum (DC.) J.Schröt.
Slovenia,Melampsoridium betulinum,Melampsoridium betulinum (Pers.) Kleb.
Slovenia,Melampsoridium hiratsukanum,Melampsoridium hiratsukanum S.Ito ex Hirats.f.
Slovenia,Melanconis modonia,Melanconis modonia Tul. & C.Tul.
Slovenia,Melanomma rhododendri,Melanomma rhododendri Rehm
Slovenia,Melopsittacus undulatus,"Melopsittacus undulatus (Shaw, 1805)"
Slovenia,Mentha piperita,Mentha piperita L.
Slovenia,Mespilus germanica,Mespilus germanica L.
Slovenia,Metcalfa pruinosa,"Metcalfa pruinosa (Say, 1830)"
Slovenia,Microbotryum violaceum,Microbotryum violaceum (Pers.) G.Deml & Oberw.
Slovenia,Micropeplus marietti,"Micropeplus marietti Jacquelin du Val, 1857"
Slovenia,Micropterus salmoides,"Micropterus salmoides (Lacepède, 1802)"
Slovenia,Mirabilis jalapa,Mirabilis jalapa L.
Slovenia,Miscanthus sinensis,Miscanthus sinensis Andersson
Slovenia,Mnemiopsis leidyi,"Mnemiopsis leidyi A.Agassiz, 1865"
Slovenia,Monarda didyma,Monarda didyma L.
Slovenia,Monarthropalpus flavus,"Monarthropalpus flavus (Schrank, 1776)"
Slovenia,Monomorium pharaonis,"Monomorium pharaonis (Linnaeus, 1758)"
Slovenia,Morus alba,Morus alba L.
Slovenia,Morus nigra,Morus nigra L.
Slovenia,Muggiaea atlantica,"Muggiaea atlantica Cunningham, 1892"
Slovenia,Muhlenbergia schreberi,Muhlenbergia schreberi J.F.Gmel.
Slovenia,Muhlenbergia vaginiflora,
Slovenia,Mus musculus,"Mus musculus Linnaeus, 1758"
Slovenia,Mustela vison,"Mustela vison Schreber, 1777"
Slovenia,Mutinus elegans,Mutinus elegans (Mont.) E.Fisch.
Slovenia,Mutinus ravenelii,Mutinus ravenelii (Berk. & M.A.Curtis) E.Fisch.
Slovenia,Mycosphaerella isariphora,Mycosphaerella isariphora (Desm.) Johanson
Slovenia,Mycosphaerella mori,Mycosphaerella mori (Fuckel) F.A.Wolf
Slovenia,Mycosphaerella podagrariae,Mycosphaerella podagrariae (Roth) Petr.
Slovenia,Mycosphaerella ribis,Mycosphaerella ribis (Sacc.) Lindau
Slovenia,Mylopharyngodon piceus,"Mylopharyngodon piceus (Richardson, 1846)"
Slovenia,Myocastor coypus,"Myocastor coypus (Molina, 1782)"
Slovenia,Myzus ornatus,Myzus ornatus
Slovenia,Myzus varians,"Myzus varians Davidson, 1912"
Slovenia,Narcissus medioluteus,Narcissus medioluteus Mill.
Slovenia,Narcissus pseudonarcissus,Narcissus pseudonarcissus L.
Slovenia,Nathrius brevipennis,"Nathrius brevipennis (Mulsant, 1839)"
Slovenia,Necrobia violacea,"Necrobia violacea (Linnaeus, 1758)"
Slovenia,Neoclytus acuminatus,"Neoclytus acuminatus (Fabricius, 1775)"
Slovenia,Neodryinus typhlocybae,"Neodryinus typhlocybae (Ashmead, 1893)"
Slovenia,Neoerysiphe galeopsidis,Neoerysiphe galeopsidis (DC.) U.Braun
Slovenia,Neofusicoccum mangiferae,"Neofusicoccum mangiferae (Syd. & P.Syd.) Crous, Slippers & A.J.L.Phillips"
Slovenia,Neonectria ditissima,Neonectria ditissima (Tul. & C.Tul.) Samuels & Rossman
Slovenia,Neopulvinaria innumerabilis,"Neopulvinaria innumerabilis (Rathvon, 1854)"
Slovenia,Netta peposaca,"Netta peposaca (Vieillot, 1816)"
Slovenia,Nicandra physalodes,Nicandra physalodes (L.) Gaertn.
Slovenia,Nicotiana alata,Nicotiana alata Link & Otto
Slovenia,Nicotiana rustica,Nicotiana rustica L.
Slovenia,Nicotiana tabacum,Nicotiana tabacum L.
Slovenia,Noccaea caerulescens,Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey.
Slovenia,Noccaea caerulescens subsp. caerulescens,
Slovenia,Nonea lutea,Nonea lutea (Desr.) DC.
Slovenia,Nothophaeocryptopus gaeumannii,"Nothophaeocryptopus gaeumannii (T.Rohde) Videira, C.Nakash., U.Braun & Crous"
Slovenia,Numida meleagris,"Numida meleagris (Linnaeus, 1758)"
Slovenia,Nymphicus hollandicus,"Nymphicus hollandicus (Kerr, 1792)"
Slovenia,Obolodiplosis robiniae,"Obolodiplosis robiniae (Haldeman, 1847)"
Slovenia,Oegoconia novimundi,"Oegoconia novimundi (Busck, 1915)"
Slovenia,Oenothera biennis,Oenothera biennis L.
Slovenia,Oenothera biennis var. pycnocarpa (G.F. Atk. & Bartlett) Wiegand,
Slovenia,Oenothera glazioviana,Oenothera glazioviana Micheli
Slovenia,Oenothera pycnocarpa,Oenothera pycnocarpa Atk. & Bartlett
Slovenia,Omphalotus olearius,Omphalotus olearius (DC.) Singer
Slovenia,Oncorhynchus mykiss,"Oncorhynchus mykiss (Walbaum, 1792)"
Slovenia,Ondatra zibethicus,"Ondatra zibethicus (Linnaeus, 1766)"
Slovenia,Ophiognomonia leptostyla,Ophiognomonia leptostyla (Fr.) Sogonov
Slovenia,Ophiomyia kwansonis,"Ophiomyia kwansonis Sasakawa, 1961"
Slovenia,Ophiostoma ulmi,Ophiostoma ulmi (Buisman) Nannf.
Slovenia,Oreochromis niloticus,"Oreochromis niloticus (Linnaeus, 1758)"
Slovenia,Orientus ishidae,"Orientus ishidae (Matsumura, 1902)"
Slovenia,Ornithogalum nutans,Ornithogalum nutans L.
Slovenia,Oryctolagus cuniculus,"Oryctolagus cuniculus (Linnaeus, 1758)"
Slovenia,Oryzaephilus surinamensis,"Oryzaephilus surinamensis (Linnaeus, 1758)"
Slovenia,Ovis aries,"Ovis aries Linnaeus, 1758"
Slovenia,Oxalis articulata,Oxalis articulata Savigny
Slovenia,Oxalis dillenii,Oxalis dillenii Jacq.
Slovenia,Oxalis fontana subsp. fontana,
Slovenia,Oxalis pes-caprae,Oxalis pes-caprae L.
Slovenia,Oxalis stricta,Oxalis stricta L.
Slovenia,Oxyura jamaicensis,"Oxyura jamaicensis (Gmelin, 1789)"
Slovenia,Pacifastacus leniusculus,"Pacifastacus leniusculus (Dana, 1852)"
Slovenia,Panicum acuminatum,Panicum acuminatum Sw.
Slovenia,Panicum capillare,Panicum capillare L.
Slovenia,Panicum dichotomiflorum,Panicum dichotomiflorum Michx.
Slovenia,Panicum miliaceum,Panicum miliaceum L.
Slovenia,Parabuteo unicinctus,"Parabuteo unicinctus (Temminck, 1824)"
Slovenia,Paralipsa gularis,"Paralipsa gularis (Zeller, 1877)"
Slovenia,Parectopa robiniella,"Parectopa robiniella Clemens, 1863"
Slovenia,Parthenocissus quinquefolia,Parthenocissus quinquefolia (L.) Planch.
Slovenia,Parthenocissus vitacea,Parthenocissus vitacea (Knerr) Hitchc.
Slovenia,Paspalum dilatatum,Paspalum dilatatum Poir.
